Protein ID,Annotation,# proteins in the group,# Unique peptides, P-Value HF:PG_Pyr,Fold change PG_Pyr/HF,Fold change HF/PG_Pyr, P-Value HF:PG_Pyr_Xyl:,Fold changePG_Pyr_Xyl/HF,Fold change HF/PG_Pyr_Xyl, P-Value HF:WT,Fold change WT/HF,Fold change HF/WT,P-Value PG_Pyr/PG_Pyr_Xyl,Fold change PG_Pyr_Xyl/ PG_Pyr,Fold change PG_Pyr/ PG_Pyr_Xyl,P-Value PG_Pyr:WT,Fold change WT/ PG_Pyr,Fold change PG_Pyr/WT,P-Value PG_Pyr_Xyl:WT,Fold change WT/ PG_Pyr_Xyl,Fold change PG_Pyr_Xyl/WT,HF1a,HF1b,HF1c,PG1-pyr,PG2-pyr,PG5-pyr,PG1-pyrXyl,PG2-pyrXyl,PG5-pyrXyl,WTa,WTb,WTc
U5M1S6,U5M1S6_ECOLI Gamma-Glu-GABA hydrolase OS=Escherichia coli C321.deltaA GN=puuD PE=4 SV=1,1,2,0.00111,12.4,0.1,0.06160,19.8,0.1,0.00078,345.9,0.0,0.71777,1.6,0.6,0.00891,27.8,0.0,0.09582,17.5,0.1,1.48E+07,1.80E+07,1.50E+07,2.01E+08,3.24E+08,1.17E+08,4.50E+07,2.46E+09,2.78E+08,5.46E+09,1.64E+10,1.83E+09
U5M298,U5M298_ECOLI Fused chorismate mutase P/prephenate dehydratase OS=Escherichia coli C321.deltaA GN=pheA PE=4 SV=1,1,18,0.00112,0.2,4.2,0.22131,0.6,1.7,0.00101,0.3,3.5,0.05980,2.5,0.4,0.27386,1.2,0.8,0.09454,0.5,2.1,1.05E+11,1.61E+11,1.43E+11,3.43E+10,3.71E+10,2.54E+10,5.66E+10,1.56E+11,5.79E+10,3.42E+10,3.65E+10,4.37E+10
U5M0X6,"U5M0X6_ECOLI Putative carboxysome structural protein, ethanolamine utilization protein OS=Escherichia coli C321.deltaA GN=eutM PE=4 SV=1",1,1,0.00113,2.7,0.4,0.44692,1.4,0.7,0.00760,2.3,0.4,0.12936,0.5,2.0,0.35527,0.8,1.2,0.24549,1.7,0.6,3.03E+08,3.70E+08,4.01E+08,1.01E+09,8.17E+08,1.09E+09,2.48E+08,8.24E+08,5.51E+08,8.00E+08,1.05E+09,6.37E+08
U5M6C4,U5M6C4_ECOLI 30S ribosomal protein S9 OS=Escherichia coli C321.deltaA GN=rpsI PE=3 SV=1,1,16,0.00113,0.5,1.9,0.63509,1.0,1.0,0.16344,1.1,0.9,0.00234,2.0,0.5,0.00159,2.1,0.5,0.41639,1.1,0.9,3.72E+11,3.77E+11,3.53E+11,2.21E+11,1.71E+11,1.92E+11,3.54E+11,4.32E+11,3.59E+11,3.72E+11,4.67E+11,4.06E+11
U5M6J0,U5M6J0_ECOLI 50S ribosomal protein L6 OS=Escherichia coli C321.deltaA GN=rplF PE=3 SV=1,1,17,0.00118,0.5,2.2,0.61340,0.9,1.1,0.81297,1.0,1.0,0.01658,2.0,0.5,0.00219,2.3,0.4,0.54804,1.1,0.9,6.45E+11,5.91E+11,5.29E+11,3.04E+11,2.66E+11,2.33E+11,4.57E+11,7.34E+11,4.56E+11,5.06E+11,6.44E+11,6.70E+11
U5M6K9,U5M6K9_ECOLI Magnesium transporter OS=Escherichia coli C321.deltaA GN=mgtA PE=3 SV=1,1,4,0.00126,47.2,0.0,0.00452,41.4,0.0,0.00559,18.4,0.1,0.78141,0.9,1.1,0.02091,0.4,2.6,0.18509,0.4,2.2,1.01E+07,5.18E+07,2.53E+07,1.19E+09,1.03E+09,1.14E+09,4.99E+08,2.24E+09,8.39E+08,2.92E+08,6.92E+08,4.07E+08
U5M533,U5M533_ECOLI YjbD OS=Escherichia coli C321.deltaA GN=yjbD PE=4 SV=1,1,1,0.00131,0.5,2.0,0.10601,0.5,1.9,0.01203,0.7,1.5,0.83637,1.1,0.9,0.06871,1.4,0.7,0.50629,1.3,0.8,3.74E+09,3.42E+09,3.46E+09,2.07E+09,1.59E+09,1.62E+09,2.23E+09,2.85E+09,1.04E+09,2.14E+09,2.18E+09,2.82E+09
U5M9J0,U5M9J0_ECOLI Putative methyltransferase OS=Escherichia coli C321.deltaA GN=yjtD PE=4 SV=1,1,3,0.00133,2.6,0.4,0.00678,2.3,0.4,0.04688,1.6,0.6,0.58924,0.9,1.1,0.07255,0.6,1.6,0.18638,0.7,1.4,3.02E+08,3.55E+08,2.77E+08,6.64E+08,9.09E+08,8.20E+08,8.39E+08,5.35E+08,8.15E+08,6.95E+08,4.21E+08,4.47E+08
U5M747,U5M747_ECOLI 30S ribosomal protein S10 OS=Escherichia coli C321.deltaA GN=rpsJ PE=3 SV=1,1,12,0.00134,0.5,1.9,0.73657,1.0,1.0,0.52180,1.1,0.9,0.00223,1.8,0.5,0.00280,2.0,0.5,0.42201,1.1,0.9,4.87E+11,4.87E+11,4.34E+11,2.83E+11,2.23E+11,2.43E+11,4.24E+11,5.07E+11,4.46E+11,4.26E+11,5.26E+11,5.54E+11
U5M3W9,U5M3W9_ECOLI 50S ribosomal protein L18 OS=Escherichia coli C321.deltaA GN=rplR PE=3 SV=1,1,11,0.00135,0.4,2.3,0.20151,0.9,1.1,0.68936,1.0,1.0,0.00331,2.0,0.5,0.00143,2.2,0.4,0.28868,1.1,0.9,3.67E+11,4.32E+11,4.04E+11,2.10E+11,1.61E+11,1.57E+11,3.62E+11,3.91E+11,3.14E+11,3.75E+11,4.24E+11,3.71E+11
U5M7R7,U5M7R7_ECOLI Acid stress chaperone HdeB OS=Escherichia coli C321.deltaA GN=hdeB PE=3 SV=1,1,5,0.00136,0.1,18.3,0.00710,0.0,48.1,0.00108,0.1,7.9,0.30366,0.4,2.6,0.09895,2.3,0.4,0.08061,6.1,0.2,7.77E+11,4.74E+11,5.60E+11,4.19E+10,4.85E+10,1.66E+10,6.07E+09,5.49E+10,5.56E+09,5.17E+10,1.02E+11,7.83E+10
U5M158,U5M158_ECOLI Pseudouridine-5'-phosphate glycosidase OS=Escherichia coli C321.deltaA GN=psuG PE=3 SV=1,1,7,0.00136,27.2,0.0,0.12479,6.3,0.2,0.00749,7.6,0.1,0.18055,0.2,4.3,0.01227,0.3,3.6,0.84473,1.2,0.8,2.48E+08,1.78E+08,5.82E+08,6.15E+09,6.77E+09,1.24E+10,1.54E+09,4.46E+08,9.22E+09,1.51E+09,2.81E+09,2.62E+09
U5MA59,U5MA59_ECOLI Non-canonical purine NTP phosphatase OS=Escherichia coli C321.deltaA GN=yjjX PE=3 SV=1,1,3,0.00138,7.3,0.1,0.18046,3.0,0.3,0.00076,7.5,0.1,0.26594,0.4,2.4,0.88527,1.0,1.0,0.24684,2.5,0.4,1.32E+09,2.56E+09,2.20E+09,1.22E+10,1.93E+10,1.23E+10,1.19E+10,1.59E+09,1.11E+10,1.46E+10,1.26E+10,1.70E+10
U5LYH2,U5LYH2_ECOLI Putative invasin OS=Escherichia coli C321.deltaA GN=ychO PE=4 SV=1,1,1,0.00141,4.7,0.2,0.00104,5.3,0.2,0.07563,2.2,0.5,0.67022,1.1,0.9,0.11643,0.5,2.1,0.08109,0.4,2.4,1.36E+09,1.10E+09,1.22E+09,4.26E+09,8.09E+09,5.48E+09,5.20E+09,5.57E+09,9.36E+09,2.40E+09,1.64E+09,5.01E+09
U5M1V8,U5M1V8_ECOLI Inosine-5'-monophosphate dehydrogenase OS=Escherichia coli C321.deltaA GN=guaB PE=3 SV=1,2,32,0.00141,0.6,1.6,0.02352,1.4,0.7,0.00720,0.5,2.1,0.00169,2.2,0.4,0.18264,0.8,1.3,0.00333,0.3,2.9,4.87E+11,5.18E+11,5.10E+11,3.30E+11,3.35E+11,2.80E+11,5.88E+11,7.93E+11,7.42E+11,1.86E+11,2.70E+11,2.95E+11
U5M160,U5M160_ECOLI Uncharacterized protein OS=Escherichia coli C321.deltaA GN=elaB PE=4 SV=1,1,10,0.00146,0.4,2.3,0.16415,0.5,2.0,0.00818,0.5,2.1,0.79350,1.1,0.9,0.72401,1.1,0.9,0.91226,1.0,1.1,3.94E+11,3.50E+11,3.41E+11,1.89E+11,1.36E+11,1.56E+11,1.03E+11,3.99E+11,1.39E+11,1.35E+11,2.24E+11,1.62E+11
U5M6K8,U5M6K8_ECOLI 50S ribosomal protein L3 OS=Escherichia coli C321.deltaA GN=rplC PE=3 SV=1,1,24,0.00148,0.5,2.2,0.47664,0.9,1.1,0.56985,1.1,1.0,0.02461,1.9,0.5,0.00216,2.3,0.4,0.36833,1.2,0.8,6.19E+11,6.99E+11,6.65E+11,3.56E+11,2.93E+11,2.56E+11,5.10E+11,8.00E+11,4.77E+11,6.01E+11,7.36E+11,7.55E+11
U5M647,U5M647_ECOLI Aspartate ammonia-lyase OS=Escherichia coli C321.deltaA GN=aspA PE=4 SV=1,1,17,0.00149,2.5,0.4,0.04509,1.5,0.6,0.55184,1.1,0.9,0.05797,0.6,1.6,0.00630,0.4,2.3,0.12676,0.7,1.4,3.57E+10,4.19E+10,4.04E+10,7.82E+10,1.10E+11,1.04E+11,4.59E+10,6.53E+10,7.38E+10,3.67E+10,5.33E+10,3.94E+10
U5LYX4,U5LYX4_ECOLI Antimicrobial peptide transport ABC transporter periplasmic binding protein OS=Escherichia coli C321.deltaA GN=sapA PE=4 SV=1,1,2,0.00153,0.4,2.4,0.94639,1.0,1.0,0.18534,0.8,1.2,0.06260,2.5,0.4,0.00223,2.0,0.5,0.56968,0.8,1.2,1.33E+09,9.81E+08,1.02E+09,5.13E+08,4.18E+08,4.33E+08,7.80E+08,2.27E+09,8.08E+08,9.53E+08,9.94E+08,7.77E+08
U5M5Y4,U5M5Y4_ECOLI 50S ribosomal protein L1 OS=Escherichia coli C321.deltaA GN=rplA PE=3 SV=1,1,21,0.00153,0.5,2.2,0.70919,1.1,0.9,0.21838,1.2,0.9,0.00797,2.3,0.4,0.00212,2.5,0.4,0.64701,1.1,0.9,8.39E+11,7.84E+11,7.40E+11,4.24E+11,3.73E+11,3.08E+11,7.02E+11,1.10E+12,7.50E+11,7.59E+11,1.01E+12,9.66E+11
U5M7C1,U5M7C1_ECOLI Phosphoenolpyruvate carboxykinase [ATP] OS=Escherichia coli C321.deltaA GN=pck PE=3 SV=1,2,32,0.00157,13.2,0.1,0.02437,6.1,0.2,0.00101,14.0,0.1,0.19502,0.5,2.2,0.83796,1.1,0.9,0.15545,2.3,0.4,3.49E+10,7.79E+10,6.97E+10,5.79E+11,1.18E+12,6.31E+11,1.45E+11,6.21E+11,4.68E+11,8.61E+11,1.05E+12,5.75E+11
U5LZA0,"U5LZA0_ECOLI Curcumin/dihydrocurcumin reductase, NADPH-dependent OS=Escherichia coli C321.deltaA GN=curA PE=4 SV=1",1,3,0.00158,0.4,2.6,0.17720,0.6,1.7,0.02654,0.4,2.4,0.28026,1.5,0.7,0.77676,1.1,0.9,0.44798,0.7,1.4,7.11E+09,5.68E+09,5.45E+09,2.62E+09,2.46E+09,1.92E+09,2.29E+09,6.58E+09,2.87E+09,1.80E+09,4.02E+09,2.16E+09
U5M730,U5M730_ECOLI 50S ribosomal protein L15 OS=Escherichia coli C321.deltaA GN=rplO PE=3 SV=1,1,11,0.00159,0.5,1.8,0.65419,0.9,1.1,0.04894,1.2,0.8,0.04381,1.7,0.6,0.00096,2.2,0.5,0.21503,1.3,0.8,2.53E+11,2.70E+11,2.41E+11,1.51E+11,1.47E+11,1.20E+11,2.57E+11,2.95E+11,1.70E+11,2.74E+11,3.09E+11,3.28E+11
U5M1M6,U5M1M6_ECOLI Fatty acid oxidation complex subunit alpha OS=Escherichia coli C321.deltaA GN=fadJ PE=3 SV=1,1,5,0.00160,6.7,0.1,0.01389,4.6,0.2,0.01285,2.1,0.5,0.37941,0.7,1.5,0.00760,0.3,3.1,0.09503,0.5,2.1,2.42E+09,2.54E+09,1.62E+09,1.81E+10,1.73E+10,9.58E+09,8.20E+09,1.87E+10,6.16E+09,5.37E+09,4.77E+09,3.77E+09
U5LZD0,U5LZD0_ECOLI UPF0482 protein YnfB OS=Escherichia coli C321.deltaA GN=ynfB PE=3 SV=1,1,4,0.00161,2.2,0.4,0.41382,1.2,0.8,0.00855,0.5,1.9,0.04617,0.5,1.8,0.00032,0.2,4.3,0.02029,0.4,2.3,1.42E+09,1.79E+09,1.85E+09,3.37E+09,3.72E+09,4.23E+09,2.54E+09,2.47E+09,1.37E+09,1.08E+09,7.76E+08,7.89E+08
U5M6B0,U5M6B0_ECOLI NAD(P)H:quinone oxidoreductase OS=Escherichia coli C321.deltaA GN=qorB PE=4 SV=1,1,3,0.00163,2.2,0.5,0.05464,2.1,0.5,0.06821,0.7,1.5,0.88367,1.0,1.0,0.00178,0.3,3.3,0.01948,0.3,3.1,1.33E+09,1.40E+09,1.69E+09,3.48E+09,3.45E+09,2.78E+09,2.14E+09,2.64E+09,5.19E+09,1.03E+09,1.23E+09,7.55E+08
U5M6V2,"U5M6V2_ECOLI Acid stress protein predicted transcriptional regulator, BolA family OS=Escherichia coli C321.deltaA GN=ibaG PE=3 SV=1",1,3,0.00165,0.7,1.5,0.11490,0.9,1.1,0.55719,1.0,1.0,0.01420,1.3,0.8,0.00566,1.5,0.7,0.12183,1.2,0.9,1.65E+10,1.63E+10,1.50E+10,1.05E+10,1.18E+10,1.05E+10,1.35E+10,1.56E+10,1.35E+10,1.46E+10,1.82E+10,1.75E+10
U5LYN2,U5LYN2_ECOLI Oligopeptide transporter subunit OS=Escherichia coli C321.deltaA GN=oppB PE=3 SV=1,1,3,0.00165,0.3,3.2,0.32016,0.7,1.4,0.02064,0.5,2.0,0.05926,2.3,0.4,0.14375,1.6,0.6,0.31238,0.7,1.5,1.73E+10,1.84E+10,1.85E+10,7.25E+09,5.89E+09,4.30E+09,7.47E+09,1.68E+10,1.79E+10,6.11E+09,9.84E+09,1.15E+10
U5M564,"U5M564_ECOLI Putative phosphopantetheinyl transferase, COG2091 family OS=Escherichia coli C321.deltaA GN=yieE PE=4 SV=1",1,3,0.00169,16.6,0.1,0.30565,3.0,0.3,0.26322,2.3,0.4,0.13263,0.2,5.6,0.03410,0.1,7.1,0.82788,0.8,1.3,2.66E+07,4.33E+07,1.51E+07,2.78E+08,5.35E+08,5.41E+08,1.44E+08,1.36E+07,2.39E+08,4.98E+07,2.50E+07,1.81E+08
U5M0Y5,"U5M0Y5_ECOLI Conserved protein, UPF0339 family OS=Escherichia coli C321.deltaA GN=yegP PE=4 SV=1",1,8,0.00170,0.4,2.2,0.65169,0.8,1.3,0.04536,0.4,2.2,0.36390,1.7,0.6,0.97467,1.0,1.0,0.40375,0.6,1.7,5.92E+10,6.89E+10,4.87E+10,2.50E+10,2.54E+10,2.82E+10,1.84E+10,1.14E+11,4.31E+10,3.17E+10,3.57E+10,1.54E+10
U5M5J9,U5M5J9_ECOLI 50S ribosomal protein L31 OS=Escherichia coli C321.deltaA GN=rpmE PE=3 SV=1,1,8,0.00173,0.4,2.6,0.04584,0.8,1.3,0.75692,1.0,1.0,0.00539,2.1,0.5,0.00652,2.5,0.4,0.27504,1.2,0.8,3.36E+11,2.97E+11,2.85E+11,1.50E+11,1.04E+11,1.08E+11,2.18E+11,2.68E+11,2.49E+11,2.28E+11,3.12E+11,3.49E+11
U5M2R3,"U5M2R3_ECOLI L-1,2-propanediol oxidoreductase OS=Escherichia coli C321.deltaA GN=fucO PE=4 SV=1",1,8,0.00177,151.6,0.0,0.00417,58.7,0.0,0.06453,10.7,0.1,0.08135,0.4,2.6,0.02417,0.1,14.2,0.08954,0.2,5.5,7.76E+07,6.66E+08,2.22E+08,2.15E+10,5.51E+10,3.37E+10,7.88E+09,1.29E+10,2.27E+10,4.03E+09,5.74E+09,6.03E+08
U5M502,U5M502_ECOLI 50S ribosomal protein L10 OS=Escherichia coli C321.deltaA GN=rplJ PE=3 SV=1,1,21,0.00177,0.5,2.1,0.96580,1.0,1.0,0.59874,1.0,1.0,0.01516,2.1,0.5,0.00351,2.2,0.5,0.76699,1.1,0.9,1.00E+12,1.02E+12,9.64E+11,5.79E+11,4.38E+11,4.26E+11,8.01E+11,1.32E+12,9.11E+11,8.87E+11,1.14E+12,1.12E+12
U5M2I6,U5M2I6_ECOLI DNA-binding transcriptional activator OS=Escherichia coli C321.deltaA GN=osmE PE=4 SV=1,1,6,0.00178,0.4,2.3,0.00901,0.5,2.1,0.13847,0.8,1.3,0.54755,1.1,0.9,0.03264,1.8,0.6,0.09253,1.6,0.6,1.28E+11,1.49E+11,1.35E+11,6.69E+10,4.82E+10,6.47E+10,5.10E+10,8.39E+10,6.93E+10,8.39E+10,1.36E+11,9.91E+10
U5M413,U5M413_ECOLI 30S ribosomal protein S11 OS=Escherichia coli C321.deltaA GN=rpsK PE=3 SV=1,1,10,0.00180,0.5,2.0,0.79750,1.0,1.0,0.21048,1.2,0.9,0.01124,1.9,0.5,0.00321,2.3,0.4,0.30118,1.2,0.8,5.23E+11,5.32E+11,4.96E+11,3.10E+11,2.37E+11,2.34E+11,4.42E+11,6.32E+11,4.48E+11,4.95E+11,6.40E+11,6.78E+11
U5M4F5,U5M4F5_ECOLI Transaldolase OS=Escherichia coli C321.deltaA GN=talA PE=3 SV=1,2,22,0.00181,0.2,4.4,0.05878,0.3,2.9,0.00078,0.1,6.8,0.38605,1.5,0.7,0.15614,0.7,1.5,0.12374,0.4,2.3,1.67E+11,2.46E+11,2.16E+11,6.47E+10,3.73E+10,4.21E+10,4.51E+10,1.55E+11,5.06E+10,2.21E+10,4.01E+10,3.24E+10
U5LY65,U5LY65_ECOLI DNA-binding transcriptional dual regulator OS=Escherichia coli C321.deltaA GN=pdhR PE=4 SV=1,1,3,0.00183,1.5,0.6,0.06222,1.4,0.7,0.22708,1.3,0.7,0.36265,0.9,1.1,0.55430,0.9,1.1,0.95547,1.0,1.0,2.68E+09,2.98E+09,3.17E+09,4.67E+09,4.69E+09,4.25E+09,3.82E+09,3.42E+09,4.98E+09,3.04E+09,3.46E+09,5.93E+09
U5M5A1,U5M5A1_ECOLI D-ribose pyranase OS=Escherichia coli C321.deltaA GN=rbsD PE=3 SV=1,1,4,0.00190,5.3,0.2,0.01556,7.2,0.1,0.00037,7.2,0.1,0.60772,1.3,0.7,0.34232,1.4,0.7,0.98873,1.0,1.0,2.32E+09,2.65E+09,2.32E+09,1.08E+10,2.02E+10,9.82E+09,9.52E+09,4.53E+10,1.21E+10,1.34E+10,2.41E+10,1.66E+10
U5LYL8,U5LYL8_ECOLI Transcriptional regulator SlyA OS=Escherichia coli C321.deltaA GN=slyA PE=3 SV=1,1,4,0.00191,0.1,15.5,0.00015,0.1,14.6,0.00531,0.6,1.7,0.88555,1.1,0.9,0.00366,9.4,0.1,0.00020,8.8,0.1,4.42E+10,6.05E+10,5.29E+10,3.29E+09,6.41E+09,1.80E+09,4.22E+09,4.23E+09,2.56E+09,3.17E+10,3.18E+10,3.08E+10
U5M6J6,U5M6J6_ECOLI 50S ribosomal protein L14 OS=Escherichia coli C321.deltaA GN=rplN PE=3 SV=1,1,15,0.00198,0.5,2.2,0.65662,1.0,1.0,0.33175,1.1,0.9,0.00353,2.1,0.5,0.00271,2.4,0.4,0.28457,1.1,0.9,4.06E+11,4.21E+11,3.86E+11,2.27E+11,1.73E+11,1.60E+11,3.61E+11,4.41E+11,3.77E+11,3.78E+11,4.82E+11,4.77E+11
U5LVD9,"U5LVD9_ECOLI Conserved protein, PsiF family, pho regulon OS=Escherichia coli C321.deltaA GN=psiF PE=4 SV=1",1,5,0.00199,0.5,1.9,0.49888,0.6,1.7,0.10909,0.7,1.4,0.87529,1.1,0.9,0.19840,1.3,0.8,0.82670,1.2,0.8,7.46E+09,7.81E+09,6.88E+09,3.54E+09,3.73E+09,4.59E+09,1.32E+09,1.44E+10,4.52E+09,4.40E+09,7.24E+09,4.43E+09
U5M680,U5M680_ECOLI ATP-dependent zinc metalloprotease FtsH OS=Escherichia coli C321.deltaA GN=ftsH PE=3 SV=1,4,23,0.00199,0.5,2.1,0.98417,1.0,1.0,0.00757,0.7,1.4,0.00912,2.1,0.5,0.01885,1.6,0.6,0.08714,0.7,1.4,7.13E+10,7.67E+10,7.41E+10,3.70E+10,4.04E+10,2.87E+10,6.95E+10,6.21E+10,9.30E+10,5.66E+10,4.89E+10,5.90E+10
U5M4Y9,U5M4Y9_ECOLI 50S ribosomal protein L33 OS=Escherichia coli C321.deltaA GN=rpmG PE=3 SV=1,1,7,0.00203,0.4,2.3,0.72971,0.9,1.1,0.40196,1.1,0.9,0.00436,2.2,0.5,0.00006,2.6,0.4,0.26415,1.2,0.8,1.36E+11,2.00E+11,1.76E+11,7.73E+10,7.03E+10,7.17E+10,1.22E+11,1.81E+11,1.79E+11,1.85E+11,2.06E+11,1.77E+11
U5LXW0,U5LXW0_ECOLI Chaperone protein DnaK OS=Escherichia coli C321.deltaA GN=dnaK PE=1 SV=1,2,56,0.00211,0.5,1.9,0.36163,0.9,1.1,0.00302,0.7,1.4,0.03501,1.6,0.6,0.05627,1.3,0.8,0.19470,0.8,1.2,5.75E+11,5.88E+11,5.61E+11,3.64E+11,2.89E+11,2.73E+11,4.10E+11,6.41E+11,4.81E+11,3.74E+11,4.47E+11,3.91E+11
U5LWK9,U5LWK9_ECOLI Inner membrane protein that stimulates the ftsH htpX mutant suppressor activity of QmcA OS=Escherichia coli C321.deltaA GN=ybbJ PE=4 SV=1,1,1,0.00212,0.5,1.8,0.36034,0.7,1.4,0.02301,0.6,1.6,0.41772,1.3,0.8,0.28592,1.2,0.9,0.72882,0.9,1.1,1.39E+09,1.62E+09,1.61E+09,7.75E+08,9.66E+08,8.00E+08,6.70E+08,1.92E+09,1.09E+09,8.40E+08,1.23E+09,9.45E+08
U5M3R2,U5M3R2_ECOLI Imidazole glycerol phosphate synthase subunit HisF OS=Escherichia coli C321.deltaA GN=hisF PE=3 SV=1,1,15,0.00217,4.0,0.3,0.17128,1.2,0.8,0.18622,1.6,0.6,0.00170,0.3,3.3,0.04198,0.4,2.5,0.37256,1.3,0.8,2.41E+10,3.21E+10,3.58E+10,1.63E+11,9.75E+10,1.08E+11,3.77E+10,3.62E+10,3.67E+10,8.16E+10,3.91E+10,3.49E+10
U5M5X2,"U5M5X2_ECOLI Tyrosine aminotransferase, tyrosine-repressible, PLP-dependent OS=Escherichia coli C321.deltaA GN=tyrB PE=3 SV=1",1,14,0.00217,0.5,2.1,0.75230,0.9,1.1,0.08254,1.3,0.8,0.12885,1.9,0.5,0.00253,2.7,0.4,0.34483,1.4,0.7,9.65E+10,1.05E+11,9.90E+10,4.43E+10,5.87E+10,4.23E+10,6.19E+10,1.68E+11,7.01E+10,1.06E+11,1.52E+11,1.31E+11
U5LXF6,U5LXF6_ECOLI Fused predicted transporter subunits of ABC superfamily: ATP-binding components OS=Escherichia coli C321.deltaA GN=ybiT PE=4 SV=1,1,6,0.00226,0.4,2.3,0.05213,1.3,0.8,0.92198,1.0,1.0,0.00015,3.0,0.3,0.00564,2.3,0.4,0.09579,0.7,1.3,8.36E+09,1.16E+10,1.00E+10,4.95E+09,3.88E+09,4.22E+09,1.22E+10,1.36E+10,1.35E+10,8.99E+09,1.26E+10,8.16E+09
U5LYA0,U5LYA0_ECOLI Glutamate:gamma-aminobutyric acid antiporter OS=Escherichia coli C321.deltaA GN=gadC PE=4 SV=1,1,10,0.00230,0.1,6.8,0.03836,0.1,11.2,0.00001,0.0,22.8,0.57761,0.6,1.7,0.00966,0.3,3.4,0.41923,0.5,2.0,2.83E+11,4.07E+11,3.24E+11,4.76E+10,7.80E+10,3.22E+10,1.72E+10,1.41E+11,1.10E+10,1.35E+10,1.47E+10,1.60E+10
U5M4Z2,U5M4Z2_ECOLI Vitamin B12 transporter BtuB OS=Escherichia coli C321.deltaA GN=btuB PE=3 SV=1,1,18,0.00234,3.5,0.3,0.00421,4.2,0.2,0.03309,1.8,0.6,0.42981,1.2,0.8,0.00698,0.5,2.0,0.01496,0.4,2.4,1.31E+10,8.39E+09,8.09E+09,3.20E+10,2.96E+10,4.07E+10,4.22E+10,2.88E+10,5.56E+10,1.87E+10,1.42E+10,1.88E+10
U5M016,U5M016_ECOLI Citrate synthase OS=Escherichia coli C321.deltaA GN=gltA PE=3 SV=1,1,27,0.00234,2.7,0.4,0.03439,2.8,0.4,0.00032,3.5,0.3,0.95145,1.0,1.0,0.21266,1.3,0.8,0.51921,1.3,0.8,2.88E+11,2.90E+11,2.66E+11,6.84E+11,1.01E+12,6.40E+11,5.02E+11,1.46E+12,6.46E+11,8.27E+11,1.19E+12,9.86E+11
U5M735,U5M735_ECOLI 30S ribosomal protein S8 OS=Escherichia coli C321.deltaA GN=rpsH PE=3 SV=1,1,11,0.00242,0.5,2.0,0.81109,1.0,1.0,0.40190,1.1,0.9,0.03632,1.9,0.5,0.00589,2.2,0.5,0.51799,1.2,0.9,4.79E+11,4.62E+11,4.88E+11,2.92E+11,2.17E+11,2.16E+11,3.52E+11,6.46E+11,4.13E+11,4.25E+11,6.02E+11,5.76E+11
U5LY04,U5LY04_ECOLI LPS-assembly protein LptD OS=Escherichia coli C321.deltaA GN=lptD PE=3 SV=1,1,18,0.00246,0.5,2.0,0.72311,1.1,0.9,0.06671,0.8,1.2,0.02352,2.1,0.5,0.01837,1.6,0.6,0.25563,0.8,1.3,2.63E+10,2.73E+10,2.62E+10,1.51E+10,1.43E+10,1.09E+10,2.40E+10,4.17E+10,2.33E+10,1.88E+10,2.45E+10,2.25E+10
U5M2Q7,U5M2Q7_ECOLI Putative enzyme OS=Escherichia coli C321.deltaA GN=yhbW PE=4 SV=1,1,2,0.00249,0.3,3.0,0.70248,0.8,1.3,0.21580,0.7,1.4,0.23790,2.4,0.4,0.04631,2.2,0.5,0.89395,0.9,1.1,2.06E+09,2.39E+09,1.95E+09,7.09E+08,9.11E+08,5.39E+08,7.87E+08,5.44E+09,1.07E+09,1.71E+09,2.06E+09,9.84E+08
U5LYI5,U5LYI5_ECOLI Fused acetaldehyde-CoA dehydrogenase/iron-dependent alcohol dehydrogenase/pyruvate-formate lyase deactivase OS=Escherichia coli C321.deltaA GN=adhE PE=4 SV=1,2,49,0.00255,0.4,2.4,0.28896,0.6,1.6,0.00276,0.5,2.0,0.37435,1.5,0.7,0.26520,1.2,0.8,0.64104,0.8,1.2,3.28E+11,3.69E+11,3.42E+11,1.16E+11,1.79E+11,1.45E+11,1.06E+11,3.95E+11,2.41E+11,1.47E+11,2.02E+11,1.87E+11
U5M0C9,U5M0C9_ECOLI Aminopeptidase N OS=Escherichia coli C321.deltaA GN=pepN PE=4 SV=1,1,25,0.00255,0.6,1.8,0.01060,0.7,1.4,0.01560,0.7,1.4,0.03059,1.3,0.8,0.07388,1.3,0.8,0.65777,1.0,1.0,4.61E+10,5.23E+10,4.46E+10,2.69E+10,2.96E+10,2.30E+10,3.47E+10,3.25E+10,3.82E+10,3.28E+10,3.85E+10,3.03E+10
U5M4W1,U5M4W1_ECOLI Thiosulfate-binding protein OS=Escherichia coli C321.deltaA GN=cysP PE=4 SV=1,1,25,0.00258,0.7,1.5,0.26061,1.2,0.8,0.31956,1.1,0.9,0.01431,1.8,0.6,0.00694,1.6,0.6,0.67986,0.9,1.1,1.06E+11,1.19E+11,1.18E+11,8.45E+10,7.36E+10,7.42E+10,1.06E+11,1.63E+11,1.46E+11,1.28E+11,1.47E+11,1.09E+11
U5LY66,U5LY66_ECOLI Non-specific ribonucleoside hydrolase RihC OS=Escherichia coli C321.deltaA GN=rihC PE=3 SV=1,1,4,0.00263,10.6,0.1,0.01031,5.3,0.2,0.28755,1.5,0.7,0.05668,0.5,2.0,0.00033,0.1,7.2,0.00279,0.3,3.6,7.87E+08,2.97E+08,3.29E+08,3.77E+09,6.31E+09,3.79E+09,1.53E+09,2.82E+09,2.66E+09,5.94E+08,6.32E+08,6.40E+08
